3	Eukaryota	Chordata	Actinopteri
6	Eukaryota	Chordata	Actinopteri	Esociformes	Esocidae	Esox	Esox_lucius
1	Eukaryota	Chordata	Actinopteri	Perciformes	Gasterosteidae
5	Eukaryota	Chordata	Actinopteri	Perciformes	Gasterosteidae	Gasterosteus	Gasterosteus_aculeatus
10	Eukaryota	Chordata	Aves	Passeriformes	Corvidae	Pica	Pica_pica
3	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Ovis	Ovis_aries
